region,district,ward,street
Morogoro,Morogoro,Bwakila Juu,
Morogoro,Morogoro,Kisaki,
Morogoro,Morogoro,Mngazi,
Morogoro,Morogoro,Singisa,
Morogoro,Morogoro,Mkambarani,
Morogoro,Morogoro,Mikese,
Morogoro,Morogoro,Kidugalo,
Morogoro,Morogoro,Mkulazi,
Morogoro,Morogoro,Ngerengere,
Morogoro,Morogoro,Tununguo,
Morogoro,Morogoro,Kiroka,
Morogoro,Morogoro,Mkuyuni,
Morogoro,Morogoro,Tegetero,
Morogoro,Morogoro,Kibogwa,
Morogoro,Morogoro,Kibungo Juu,
Morogoro,Morogoro,Kisemu,
Morogoro,Morogoro,Lundi,
Morogoro,Morogoro,Mtombozi,
Morogoro,Morogoro,Tawa,
Morogoro,Morogoro,Matuli,
Morogoro,Morogoro,Gwata,
Morogoro,Morogoro,Konde,
Morogoro,Morogoro,Bungu,
Morogoro,Kilombero,Kidatu,
Morogoro,Kilombero,Sanje,
Morogoro,Kilombero,Mkula,
Morogoro,Kilombero,Mang'ula,
Morogoro,Kilombero,Kisawasawa,
Morogoro,Kilombero,Kiberege,
Morogoro,Kilombero,Kibaoni,
Morogoro,Kilombero,Ifakara,
Morogoro,Kilombero,Lumemo,
Morogoro,Kilombero,Idete,
Morogoro,Kilombero,Mbingu,
Morogoro,Kilombero,Mofu,
Morogoro,Kilombero,Mchombe,
Morogoro,Kilombero,Chisano,
Morogoro,Kilombero,Mlimba,
Morogoro,Kilombero,Utengule,
Morogoro,Kilombero,Masagati,
Morogoro,Kilombero,Uchindile,
Morogoro,Ulanga,Minepa,
Morogoro,Ulanga,Lupiro,
Morogoro,Ulanga,Kichangani,
Morogoro,Ulanga,Msogezi,
Morogoro,Ulanga,Vigoi,
Morogoro,Ulanga,Mahenge,
Morogoro,Ulanga,Isongo,
Morogoro,Ulanga,Ruaha,
Morogoro,Ulanga,Chirombola,
Morogoro,Ulanga,Sali,
Morogoro,Ulanga,Euga,
Morogoro,Ulanga,Mwaya,
Morogoro,Ulanga,Lukande,
Morogoro,Ulanga,Mbuga,
Morogoro,Ulanga,Ilonga,
Morogoro,Ulanga,Kilosa kwa Mpepo,
Morogoro,Ulanga,Ngoheranga,
Morogoro,Ulanga,Biro,
Morogoro,Ulanga,Malinyi,
Morogoro,Ulanga,Sofi,
Morogoro,Ulanga,Usangule,
Morogoro,Ulanga,Mtimbira,
Morogoro,Ulanga,Itete,
Morogoro,Ulanga,Iragua,
Morogoro,Morogoro Urban,Sabasaba,
Morogoro,Morogoro Urban,Uwanja wa Taifa,
Morogoro,Morogoro Urban,Kiwanja Cha Ndege,
Morogoro,Morogoro Urban,Mji Mpya,
Morogoro,Morogoro Urban,Kingo,
Morogoro,Morogoro Urban,Mji Mkuu,
Morogoro,Morogoro Urban,Sultan Area,
Morogoro,Morogoro Urban,Mafiga,
Morogoro,Morogoro Urban,Mazimbu,
Morogoro,Morogoro Urban,Mwembesongo,
Morogoro,Morogoro Urban,Kichangani,
Morogoro,Morogoro Urban,Kilakala,
Morogoro,Morogoro Urban,Boma,
Morogoro,Morogoro Urban,Mlimani,
Morogoro,Morogoro Urban,Mbuyuni,
Morogoro,Morogoro Urban,Kingolwira,
Morogoro,Morogoro Urban,Bigwa,
Morogoro,Morogoro Urban,Mzinga,
Morogoro,Morogoro Urban,Kihonda,
Morogoro,Mvomero,Mvomero,
Morogoro,Mvomero,Hembeti,
Morogoro,Mvomero,Maskati,
Morogoro,Mvomero,Kibati,
Morogoro,Mvomero,Sungaji,
Morogoro,Mvomero,Mhonda,
Morogoro,Mvomero,Diongoya,
Morogoro,Mvomero,Mtibwa,
Morogoro,Mvomero,Kanga,
Morogoro,Mvomero,Bunduki,
Morogoro,Mvomero,Kikeo,
Morogoro,Mvomero,Langali,
Morogoro,Mvomero,Tchenzema,
Morogoro,Mvomero,Mzumbe,
Morogoro,Mvomero,Mlali,
Morogoro,Mvomero,Doma,
Morogoro,Mvomero,Melela,
Morogoro,Gairo,Chakwale,
Morogoro,Gairo,Iyogwe,
Morogoro,Gairo,Idibo,
Morogoro,Gairo,Kibedya,
Morogoro,Gairo,Msingisi,
Morogoro,Gairo,Gairo,
Morogoro,Gairo,Rubeho,
Morogoro,Gairo,Mandege,
Morogoro,Gairo,Chagongwe,
Morogoro,Gairo,Chanjale,
Morogoro,Gairo,Nongwe,
Pwani,Bagamoyo,Kiwangwa,
Pwani,Bagamoyo,Msata,
Pwani,Bagamoyo,Miono,
Pwani,Bagamoyo,Mkange,
Pwani,Bagamoyo,Magomeni,
Pwani,Bagamoyo,Dunda,
Pwani,Bagamoyo,Kiromo,
Pwani,Bagamoyo,Zinga,
Pwani,Bagamoyo,Yombo,
Pwani,Bagamoyo,Vigwaza,
Pwani,Bagamoyo,Talawanda,
Pwani,Bagamoyo,Bwilingu,
Pwani,Bagamoyo,Lugoba,
Pwani,Bagamoyo,Ubenazomozi,
Pwani,Bagamoyo,Kibindu,
Pwani,Bagamoyo,Fukayose,
Pwani,Bagamoyo,Kerege,
Pwani,Bagamoyo,Pera,
Pwani,Bagamoyo,Msoga,
Pwani,Bagamoyo,Kimange,
Pwani,Bagamoyo,Mandera,
Pwani,Kibaha,Gwata,
Pwani,Kibaha,Dutumi,
Pwani,Kibaha,Magindu,
Pwani,Kibaha,Soga,
Pwani,Kibaha,Kikongo,
Pwani,Kibaha,Ruvu,
Pwani,Kibaha,Mlandizi,
Pwani,Kibaha,Kwala,
Pwani,Kibaha,Kilangalanga,
Pwani,Kibaha,Janga,
Pwani,Kibaha,Bokomnemela,
Pwani,Kisarawe,Kisarawe,
Pwani,Kisarawe,Msimbu,
Pwani,Kisarawe,Masaki,
Pwani,Kisarawe,Kibuta,
Pwani,Kisarawe,Marumbo,
Pwani,Kisarawe,Maneromango,
Pwani,Kisarawe,Msanga,
Pwani,Kisarawe,Marui,
Pwani,Kisarawe,Cholesamvula,
Pwani,Kisarawe,Vikumbulu,
Pwani,Kisarawe,Mafizi,
Pwani,Kisarawe,Kurui,
Pwani,Kisarawe,Mzenga,
Pwani,Kisarawe,Vihingo,
Pwani,Kisarawe,Kiluvya,
Pwani,Mkuranga,Mkuranga,
Pwani,Mkuranga,Tambani,
Pwani,Mkuranga,Vikindu,
Pwani,Mkuranga,Mbezi,
Pwani,Mkuranga,Shungubweni,
Pwani,Mkuranga,Kisiju,
Pwani,Mkuranga,Magawa,
Pwani,Mkuranga,Kitomondo,
Pwani,Mkuranga,Lukanga,
Pwani,Mkuranga,Nyamato,
Pwani,Mkuranga,Kimanzichana,
Pwani,Mkuranga,Mkamba,
Pwani,Mkuranga,Panzuo,
Pwani,Mkuranga,Bupu,
Pwani,Mkuranga,Mwarusembe,
Pwani,Mkuranga,Vianzi,
Pwani,Mkuranga,Njia nne,
Pwani,Mkuranga,Kiparang'anda,
Pwani,Rufiji,Ikwiriri,
Pwani,Rufiji,Mgomba,
Pwani,Rufiji,Umwe,
Pwani,Rufiji,Utete,
Pwani,Rufiji,Mkongo,
Pwani,Rufiji,Ngorongo,
Pwani,Rufiji,Mwaseni,
Pwani,Rufiji,Kibiti,
Pwani,Rufiji,Bungu,
Pwani,Rufiji,Mahege,
Pwani,Rufiji,Mchukwi,
Pwani,Rufiji,Chumbi,
Pwani,Rufiji,Mbwara,
Pwani,Rufiji,Mtunda,
Pwani,Rufiji,Ruaruke,
Pwani,Rufiji,Salale,
Pwani,Rufiji,Mbuchi,
Pwani,Rufiji,Kiongoroni,
Pwani,Rufiji,Maparoni,
Pwani,Rufiji,Chemchem,
Pwani,Rufiji,Ngarambe,
Pwani,Rufiji,Dimani,
Pwani,Rufiji,Mtawanya,
Pwani,Rufiji,Mjawa,
Pwani,Rufiji,Mlanzi,
Pwani,Rufiji,Mwambao,
Pwani,Mafia,Kanga,
Pwani,Mafia,Kirongwe,
Pwani,Mafia,Baleni,
Pwani,Mafia,Ndagoni,
Pwani,Mafia,Kilindoni,
Pwani,Mafia,Miburani,
Pwani,Mafia,Kiegeani,
Pwani,Mafia,Jibondo,
Pwani,Kibaha Urban,Pangani,
Pwani,Kibaha Urban,Mailimoja,
Pwani,Kibaha Urban,Tumbi,
Pwani,Kibaha Urban,Picha ya Ndege,
Pwani,Kibaha Urban,Mkuza,
Pwani,Kibaha Urban,Kibaha,
Pwani,Kibaha Urban,Msangani,
Pwani,Kibaha Urban,Kongowe,
Pwani,Kibaha Urban,Misugusugu,
Pwani,Kibaha Urban,Visiga,
Pwani,Kibaha Urban,Mbwawa,
Dar-es-salaam,Kinondoni,Magomeni,
Dar-es-salaam,Kinondoni,Makurumla,
Dar-es-salaam,Kinondoni,Ndugumbi,
Dar-es-salaam,Kinondoni,Tandale,
Dar-es-salaam,Kinondoni,Mwananyamala,
Dar-es-salaam,Kinondoni,Msasani,
Dar-es-salaam,Kinondoni,Kinondoni,
Dar-es-salaam,Kinondoni,Mzimuni,
Dar-es-salaam,Kinondoni,Kigogo,
Dar-es-salaam,Kinondoni,Mabibo,
Dar-es-salaam,Kinondoni,Manzese,
Dar-es-salaam,Kinondoni,Ubungo,
Dar-es-salaam,Kinondoni,Kibamba,
Dar-es-salaam,Kinondoni,Goba,
Dar-es-salaam,Kinondoni,Kawe,
Dar-es-salaam,Kinondoni,Kunduchi,
Dar-es-salaam,Kinondoni,Mbweni,
Dar-es-salaam,Kinondoni,Bunju,
Dar-es-salaam,Kinondoni,Makuburi,
Dar-es-salaam,Kinondoni,Mburahati,
Dar-es-salaam,Kinondoni,Makumbusho,
Dar-es-salaam,Kinondoni,Sinza,
Dar-es-salaam,Kinondoni,Kijitonyama,
Dar-es-salaam,Kinondoni,Kimara,
Dar-es-salaam,Kinondoni,Mikocheni,
Dar-es-salaam,Kinondoni,Mbezi,
Dar-es-salaam,Kinondoni,Hananasifu,
Dar-es-salaam,Kinondoni,Saranga,
Dar-es-salaam,Kinondoni,Kwembe,
Dar-es-salaam,Kinondoni,Msigani,
Dar-es-salaam,Kinondoni,Mbezi Juu,
Dar-es-salaam,Kinondoni,Makongo,
Dar-es-salaam,Kinondoni,Mabwepande,
Dar-es-salaam,Kinondoni,Wazo,
Dar-es-salaam,Ilala,Ukonga,
Dar-es-salaam,Ilala,Pugu,
Dar-es-salaam,Ilala,Msongola,
Dar-es-salaam,Ilala,Tabata,
Dar-es-salaam,Ilala,Kinyerezi,
Dar-es-salaam,Ilala,Ilala,
Dar-es-salaam,Ilala,Mchikichini,
Dar-es-salaam,Ilala,Vingunguti,
Dar-es-salaam,Ilala,Kipawa,
Dar-es-salaam,Ilala,Buguruni,
Dar-es-salaam,Ilala,Kariakoo,
Dar-es-salaam,Ilala,Jangwani,
Dar-es-salaam,Ilala,Gerezani,
Dar-es-salaam,Ilala,Kisutu,
Dar-es-salaam,Ilala,Mchafukoge,
Dar-es-salaam,Ilala,Upanga Mashariki,
Dar-es-salaam,Ilala,Upanga Magharibi,
Dar-es-salaam,Ilala,Kivukoni,
Dar-es-salaam,Ilala,Kiwalani,
Dar-es-salaam,Ilala,Segerea,
Dar-es-salaam,Ilala,Kitunda,
Dar-es-salaam,Ilala,Chanika,
Dar-es-salaam,Ilala,Kivule,
Dar-es-salaam,Ilala,Gongolamboto,
Dar-es-salaam,Ilala,Majohe,
Dar-es-salaam,Ilala,Kimanga,
Dar-es-salaam,Temeke,Kigamboni,
Dar-es-salaam,Temeke,Vijibweni,
Dar-es-salaam,Temeke,Kibada,
Dar-es-salaam,Temeke,Kisarawe II,
Dar-es-salaam,Temeke,Somangila,
Dar-es-salaam,Temeke,Kimbiji,
Dar-es-salaam,Temeke,Mbagala,
Dar-es-salaam,Temeke,Chamazi,
Dar-es-salaam,Temeke,Yombo Vituka,
Dar-es-salaam,Temeke,Charambe,
Dar-es-salaam,Temeke,Toangoma,
Dar-es-salaam,Temeke,Miburani,
Dar-es-salaam,Temeke,Temeke,
Dar-es-salaam,Temeke,Mtoni,
Dar-es-salaam,Temeke,Keko,
Dar-es-salaam,Temeke,Kurasini,
Dar-es-salaam,Temeke,Azimio,
Dar-es-salaam,Temeke,Tandika,
Dar-es-salaam,Temeke,Sandali,
Dar-es-salaam,Temeke,Chang'ombe,
Dar-es-salaam,Temeke,Mbagala Kuu,
Dar-es-salaam,Temeke,Makangarawe,
Dar-es-salaam,Temeke,Pemba Mnazi,
Dar-es-salaam,Temeke,Mjimwema,
Dar-es-salaam,Temeke,Tungi,
Dar-es-salaam,Temeke,Kijichi,
Dar-es-salaam,Temeke,Mianzini,
Dar-es-salaam,Temeke,Kiburugwa,
Dar-es-salaam,Temeke,Buza,
Dar-es-salaam,Temeke,Kilakala,
Lindi,Kilwa,Tingi,
Lindi,Kilwa,Miteja,
Lindi,Kilwa,Mingumbi,
Lindi,Kilwa,Kinjumbi,
Lindi,Kilwa,Chumo,
Lindi,Kilwa,Kipatimu,
Lindi,Kilwa,Kandawale,
Lindi,Kilwa,Njinjo,
Lindi,Kilwa,Mitole,
Lindi,Kilwa,Miguruwe,
Lindi,Kilwa,Likawage,
Lindi,Kilwa,Nanjirinji,
Lindi,Kilwa,Kirnjernje,
Lindi,Kilwa,Mandawa,
Lindi,Kilwa,Lihimalyao,
Lindi,Kilwa,Pande,
Lindi,Kilwa,Kikole,
Lindi,Kilwa,Kivinjesingino,
Lindi,Kilwa,Songosongo,
Lindi,Kilwa,Masoko,
Lindi,Kilwa,Kibata,
Lindi,Lindi,Mipingo,
Lindi,Lindi,Kitomanga,
Lindi,Lindi,Mchinga,
Lindi,Lindi,Kilolambwani,
Lindi,Lindi,Kilangala,
Lindi,Lindi,Kiwalala,
Lindi,Lindi,Navanga,
Lindi,Lindi,Mnolela,
Lindi,Lindi,Sudi,
Lindi,Lindi,Nachunyu,
Lindi,Lindi,Mtama,
Lindi,Lindi,Nyangao,
Lindi,Lindi,Namupa,
Lindi,Lindi,Nyengedi,
Lindi,Lindi,Mtua,
Lindi,Lindi,Nahukahuka,
Lindi,Lindi,Nyangamara,
Lindi,Lindi,Mandwanga,
Lindi,Lindi,Mnara,
Lindi,Lindi,Chiponda,
Lindi,Lindi,Pangatena,
Lindi,Lindi,Longa,
Lindi,Lindi,Rutamba,
Lindi,Lindi,Milola,
Lindi,Lindi,Kiwawa,
Lindi,Lindi,Mtumbya,
Lindi,Lindi,Matimba,
Lindi,Lindi,Nangaru,
Lindi,Lindi,Majengo,
Lindi,Lindi,Namangale,
Lindi,Nachingwea,Nambambo,
Lindi,Nachingwea,Kilimanihewa,
Lindi,Nachingwea,Ruponda,
Lindi,Nachingwea,Minero Miembeni,
Lindi,Nachingwea,Namapwia,
Lindi,Nachingwea,Kipara Mnero,
Lindi,Nachingwea,Lionja,
Lindi,Nachingwea,Namikango,
Lindi,Nachingwea,Nditi,
Lindi,Nachingwea,Kilima Rondo,
Lindi,Nachingwea,Mbondo,
Lindi,Nachingwea,Kiegei,
Lindi,Nachingwea,Mkoka,
Lindi,Nachingwea,Chiola,
Lindi,Nachingwea,Mpiruka,
Lindi,Nachingwea,Nangowe,
Lindi,Nachingwea,Mkotokuyana,
Lindi,Nachingwea,Naipanga,
Lindi,Nachingwea,Stesheni,
Lindi,Nachingwea,Naipingo,
Lindi,Nachingwea,Mtua,
Lindi,Nachingwea,Minerongongo,
Lindi,Nachingwea,Matekwe,
Lindi,Nachingwea,Marambo,
Lindi,Nachingwea,Namatula,
Lindi,Nachingwea,Ndomoni,
Lindi,Liwale,Liwale Mjini,
Lindi,Liwale,Mihumo,
Lindi,Liwale,Ngongowele,
Lindi,Liwale,Mlembwe,
Lindi,Liwale,Makata,
Lindi,Liwale,Barikiwa,
Lindi,Liwale,Mkutano,
Lindi,Liwale,Mbaya,
Lindi,Liwale,Kimambi,
Lindi,Liwale,Kiangara,
Lindi,Liwale,Kibutuka,
Lindi,Liwale,Nangano,
Lindi,Liwale,Mpigamiti,
Lindi,Liwale,Mirui,
Lindi,Liwale,Liwale 'B',
Lindi,Liwale,Mangirikiti,
Lindi,Liwale,Nangando,
Lindi,Liwale,Likongowele,
Lindi,Liwale,Kichonda,
Lindi,Liwale,Lilombe,
Lindi,Ruangwa,Ruangwa,
Lindi,Ruangwa,Mbekenyera,
Lindi,Ruangwa,Nkowe,
Lindi,Ruangwa,Malolo,
Lindi,Ruangwa,Luchelegwa,
Lindi,Ruangwa,Chienjele,
Lindi,Ruangwa,Namichiga,
Lindi,Ruangwa,Narung'ombe,
Lindi,Ruangwa,Makanjiro,
Lindi,Ruangwa,Likunja,
Lindi,Ruangwa,Mnacho,
Lindi,Ruangwa,Mandawa,
Lindi,Ruangwa,Nambilanje,
Lindi,Ruangwa,Chunyu,
Lindi,Ruangwa,Mandarawe,
Lindi,Ruangwa,Nachingwea,
Lindi,Ruangwa,Matambarale,
Lindi,Ruangwa,Chibula,
Lindi,Ruangwa,Nandagala,
Lindi,Ruangwa,Nanganga,
Lindi,Ruangwa,Chinongwe,
Lindi,Lindi Urban,Ndoro,
Lindi,Lindi Urban,Makonde,
Lindi,Lindi Urban,Mikumbi,
Lindi,Lindi Urban,Mitandi,
Lindi,Lindi Urban,Rahaleo,
Lindi,Lindi Urban,Mwenge,
Lindi,Lindi Urban,Matopeni,
Lindi,Lindi Urban,Wailes,
Lindi,Lindi Urban,Nachingwea,
Lindi,Lindi Urban,Rasbura,
Lindi,Lindi Urban,Mtanda,
Lindi,Lindi Urban,Jamhuri,
Lindi,Lindi Urban,Msinjahili,
Lindi,Lindi Urban,Mingoyo,
Lindi,Lindi Urban,Ng'apa,
Lindi,Lindi Urban,Tandangongoro,
Lindi,Lindi Urban,Chikonji,
Lindi,Lindi Urban,Mbanja,
Mtwara,Mtwara,Madimba,
Mtwara,Mtwara,Ziwani,
Mtwara,Mtwara,Nanguruwe,
Mtwara,Mtwara,Mahurunga,
Mtwara,Mtwara,Kitaya,
Mtwara,Mtwara,Kiromba,
Mtwara,Mtwara,Njengwa,
Mtwara,Mtwara,Nitekela,
Mtwara,Mtwara,Nanyamba,
Mtwara,Mtwara,Mtiniko,
Mtwara,Mtwara,Dihimba,
Mtwara,Mtwara,Mnima,
Mtwara,Mtwara,Kitere,
Mtwara,Mtwara,Ndumbwe,
Mtwara,Mtwara,Mayanga,
Mtwara,Mtwara,Naumbu,
Mtwara,Mtwara,Chawi,
Mtwara,Mtwara,Namtumbuka,
Mtwara,Mtwara,Libobe,
Mtwara,Mtwara,Mpapura,
Mtwara,Mtwara,Muungano,
Mtwara,Mtwara,Mbawala,
Mtwara,Mtwara,Msanga Mkuu,
Mtwara,Mtwara,Tangazo,
Mtwara,Mtwara,Kiyanga,
Mtwara,Mtwara,Milango Minne,
Mtwara,Mtwara,Mbembaleo,
Mtwara,Mtwara,Mtimbwilimbwi,
Mtwara,Newala,Luchindu,
Mtwara,Newala,Makote,
Mtwara,Newala,Nanguruwe,
Mtwara,Newala,Mkunya,
Mtwara,Newala,Mcholi I,
Mtwara,Newala,Namiyonga,
Mtwara,Newala,Mnekachi,
Mtwara,Newala,Chitekete,
Mtwara,Newala,Mnyambe,
Mtwara,Newala,Chilangala,
Mtwara,Newala,Mkoma II,
Mtwara,Newala,Kitangari,
Mtwara,Newala,Malatu,
Mtwara,Newala,Mchemo,
Mtwara,Newala,Mtopwa,
Mtwara,Newala,Chiwonga,
Mtwara,Newala,Maputi,
Mtwara,Newala,Makukwe,
Mtwara,Newala,Mkwedu,
Mtwara,Newala,Mcholi II,
Mtwara,Newala,Mtonya,
Mtwara,Newala,Makonga,
Mtwara,Newala,Nakahako,
Mtwara,Newala,Chihangu,
Mtwara,Newala,Nambali,
Mtwara,Newala,Nandwahi,
Mtwara,Newala,Mtunguru,
Mtwara,Newala,Mdimba MpeleMpele,
Mtwara,Masasi,Namatutwe,
Mtwara,Masasi,Namajani,
Mtwara,Masasi,Mlingula,
Mtwara,Masasi,Chiwale,
Mtwara,Masasi,Lukuledi,
Mtwara,Masasi,Mpanyani,
Mtwara,Masasi,Chigugu,
Mtwara,Masasi,Mwena,
Mtwara,Masasi,Nanganga,
Mtwara,Masasi,Chiwata,
Mtwara,Masasi,Mkundi,
Mtwara,Masasi,Mkululu,
Mtwara,Masasi,Nanjota,
Mtwara,Masasi,Chiungutwa,
Mtwara,Masasi,Mbuyuni,
Mtwara,Masasi,Lipumburu,
Mtwara,Masasi,Sindano,
Mtwara,Masasi,Namalenga,
Mtwara,Masasi,Mchauru,
Mtwara,Masasi,Mnavira,
Mtwara,Masasi,Chikolopola,
Mtwara,Masasi,Lulindi,
Mtwara,Tandahimba,Tandahimba,
Mtwara,Tandahimba,Kitama,
Mtwara,Tandahimba,Michenjele,
Mtwara,Tandahimba,Mihambwe,
Mtwara,Tandahimba,Mkoreha,
Mtwara,Tandahimba,Maundo,
Mtwara,Tandahimba,Naputa,
Mtwara,Tandahimba,Namikupa,
Mtwara,Tandahimba,Mnyawa,
Mtwara,Tandahimba,Mkundi,
Mtwara,Tandahimba,Lukokoda,
Mtwara,Tandahimba,Mahuta,
Mtwara,Tandahimba,Nanhyanga,
Mtwara,Tandahimba,Chingungwe,
Mtwara,Tandahimba,Mdimba Mnyoma,
Mtwara,Tandahimba,Milongodi,
Mtwara,Tandahimba,Lyenje,
Mtwara,Tandahimba,Chaume,
Mtwara,Tandahimba,Mkonjowano,
Mtwara,Tandahimba,Luagala,
Mtwara,Tandahimba,Ngunja,
Mtwara,Tandahimba,Mkwiti,
Mtwara,Tandahimba,Litehu,
Mtwara,Tandahimba,Nambahu,
Mtwara,Tandahimba,Miuta,
Mtwara,Tandahimba,Kwanyama,
Mtwara,Tandahimba,Mchichira,
Mtwara,Tandahimba,Chikongola,
Mtwara,Tandahimba,Dinduma,
Mtwara,Tandahimba,Mdumbwe,
Mtwara,Mtwara Urban,Majengo,
Mtwara,Mtwara Urban,Chikongola,
Mtwara,Mtwara Urban,Likombe,
Mtwara,Mtwara Urban,Railway,
Mtwara,Mtwara Urban,Shangani,
Mtwara,Mtwara Urban,Vigaeni,
Mtwara,Mtwara Urban,Chuno,
Mtwara,Mtwara Urban,Jangwani,
Mtwara,Mtwara Urban,Kisungule,
Mtwara,Mtwara Urban,Mitengo,
Mtwara,Mtwara Urban,Mtonya,
Mtwara,Mtwara Urban,Ufukoni,
Mtwara,Mtwara Urban,Magengeni,
Mtwara,Mtwara Urban,Rahaleo,
Mtwara,Mtwara Urban,Naliendele,
Mtwara,Nanyumbu,Mangaka,
Mtwara,Nanyumbu,Nangomba,
Mtwara,Nanyumbu,Lumesule,
Mtwara,Nanyumbu,Likokona,
Mtwara,Nanyumbu,Sengenya,
Mtwara,Nanyumbu,Mnanje,
Mtwara,Nanyumbu,Mikangaula,
Mtwara,Nanyumbu,Maratani,
Mtwara,Nanyumbu,Nandete,
Mtwara,Nanyumbu,Mkonona,
Mtwara,Nanyumbu,Nanyumbu,
Mtwara,Nanyumbu,Masuguru,
Mtwara,Nanyumbu,Chipuputa,
Mtwara,Nanyumbu,Napacho,
Mtwara,Masasi Township Authority,Mwenge Mtapika,
Mtwara,Masasi Township Authority,Temeke,
Mtwara,Masasi Township Authority,Mkuti,
Mtwara,Masasi Township Authority,Mpindimbi,
Mtwara,Masasi Township Authority,Nyasa,
Mtwara,Masasi Township Authority,Marika,
Mtwara,Masasi Township Authority,Mkomaindo,
Mtwara,Masasi Township Authority,Mtandi,
Mtwara,Masasi Township Authority,Jida,
Mtwara,Masasi Township Authority,Migongo,
Mtwara,Masasi Township Authority,Mwenge,
Mtwara,Masasi Township Authority,Sululu,
Ruvuma,Tunduru,Kalulu,
Ruvuma,Tunduru,Ligunga,
Ruvuma,Tunduru,Mlingoti Mashariki,
Ruvuma,Tunduru,Mindu,
Ruvuma,Tunduru,Ngapa,
Ruvuma,Tunduru,Nakapanya,
Ruvuma,Tunduru,Muhuwesi,
Ruvuma,Tunduru,Tuwemacho,
Ruvuma,Tunduru,Ligoma,
Ruvuma,Tunduru,Misechela,
Ruvuma,Tunduru,Namasakata,
Ruvuma,Tunduru,Mtina,
Ruvuma,Tunduru,Mchesi,
Ruvuma,Tunduru,Lukumbule,
Ruvuma,Tunduru,Nalasi-Magharibi,
Ruvuma,Tunduru,Mchoteka,
Ruvuma,Tunduru,Marumba,
Ruvuma,Tunduru,Mbesa,
Ruvuma,Tunduru,Mlingoti Magharibi,
Ruvuma,Tunduru,Kidodoma,
Ruvuma,Tunduru,Nandembo,
Ruvuma,Tunduru,Nampungu,
Ruvuma,Tunduru,Matemanga,
Ruvuma,Tunduru,Namwinyu,
Ruvuma,Tunduru,Mbati,
Ruvuma,Tunduru,Nalasi Mashariki,
Ruvuma,Tunduru,Mchuluka,
Ruvuma,Tunduru,Namiungo,
Ruvuma,Tunduru,Jakika,
Ruvuma,Tunduru,Masonya,
Ruvuma,Tunduru,Sisikwasisi,
Ruvuma,Tunduru,Mchangani,
Ruvuma,Tunduru,Majengo,
Ruvuma,Tunduru,Nanjoka,
Ruvuma,Tunduru,Nakayaya,
Ruvuma,Songea,Wino,
Ruvuma,Songea,Ndongosi,
Ruvuma,Songea,Matumbi,
Ruvuma,Songea,Mpandangino,
Ruvuma,Songea,Gumbiro,
Ruvuma,Songea,Mpitimbi,
Ruvuma,Songea,Muhuruku,
Ruvuma,Songea,Magagura,
Ruvuma,Songea,Litisha,
Ruvuma,Songea,Kilagano,
Ruvuma,Songea,Maposeni,
Ruvuma,Songea,Peramiho,
Ruvuma,Songea,Mahanje,
Ruvuma,Songea,Matimira,
Ruvuma,Songea,Mtyangimbole,
Ruvuma,Songea,Mkongotema,
Ruvuma,Songea,Mbinga Mhalule,
Ruvuma,Mbinga,Ruanda,
Ruvuma,Mbinga,Litumbandyosi,
Ruvuma,Mbinga,Kigonsera,
Ruvuma,Mbinga,Kihangi Mahuka,
Ruvuma,Mbinga,Utiri,
Ruvuma,Mbinga,Mbinga Mjini,
Ruvuma,Mbinga,Kilimani,
Ruvuma,Mbinga,Mbangamao,
Ruvuma,Mbinga,Kihungu,
Ruvuma,Mbinga,Kikolo,
Ruvuma,Mbinga,Kambarage,
Ruvuma,Mbinga,Mapera,
Ruvuma,Mbinga,Kipapa,
Ruvuma,Mbinga,Kipololo,
Ruvuma,Mbinga,Nyoni,
Ruvuma,Mbinga,Luwaita,
Ruvuma,Mbinga,Maguu,
Ruvuma,Mbinga,Kitumbalomo,
Ruvuma,Mbinga,Mkako,
Ruvuma,Mbinga,Mikalanga,
Ruvuma,Mbinga,Langiro,
Ruvuma,Mbinga,Mbuji,
Ruvuma,Mbinga,Litembo,
Ruvuma,Mbinga,Ngima,
Ruvuma,Mbinga,Myangayanga,
Ruvuma,Mbinga,Mkumbi,
Ruvuma,Mbinga,Linda,
Ruvuma,Mbinga,Matiri,
Ruvuma,Mbinga,Ukata,
Ruvuma,Mbinga,Kitanda,
Ruvuma,Mbinga,Kitura,
Ruvuma,Mbinga,Namswea,
Ruvuma,Mbinga,Mpepai,
Ruvuma,Mbinga,Mpapa,
Ruvuma,Songea Urban,Mjini,
Ruvuma,Songea Urban,Majengo,
Ruvuma,Songea Urban,Misufini,
Ruvuma,Songea Urban,Mfaranyaki,
Ruvuma,Songea Urban,Lizaboni,
Ruvuma,Songea Urban,Matarawe,
Ruvuma,Songea Urban,Bombambili,
Ruvuma,Songea Urban,Matogoro,
Ruvuma,Songea Urban,Ruvuma,
Ruvuma,Songea Urban,Subira,
Ruvuma,Songea Urban,Ruhuwiko,
Ruvuma,Songea Urban,Mshangano,
Ruvuma,Songea Urban,Mletele,
Ruvuma,Songea Urban,Seedfarm,
Ruvuma,Songea Urban,Tanga,
Ruvuma,Songea Urban,Msamala,
Ruvuma,Songea Urban,Mwengemshindo,
Ruvuma,Songea Urban,Mjimwema,
Ruvuma,Songea Urban,Mateka,
Ruvuma,Songea Urban,Ndilimalitembo,
